SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Tensile Strength (MPa) log10,À´Ô´
O=C([*])C(C)O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,1.9005855866499608,10.1007_s00170-018-1953-6_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,,2.0215613920373547,10.1007_s10924-020-01677-z_part_2.txt_¶Î1_Material2
O=C([*])C(C)O[*],O=C([*])C(C)O[*],[*]OCC[*],,,1.8896937914441847,10.1007_s10965-018-1600-9_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,,,1.9031985470429784,10.1007_s10965-021-02439-8_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,,,,1.255272505103306,10.1007_s11164-012-0994-y_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,1.5550944485783191,10.1007_s11771-021-4721-y_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Si]=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,1.4999618655961902,10.1007_s11998-017-0005-8_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Si]=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,2.247973266361807,10.1007_s12221-017-7123-x_part_1.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]CC([*])Cl,[Fe]12O[Fe]O[Fe](O2)O1,,,1.729083757043612,10.1007_s40430-020-2251-4_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,1.3010299956639813,10.1016_j.addr.2015.12.025_part_7.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,NC1=NC(N)=NC(N)=N1,,1.6020599913279625,10.1016_j.addr.2016.04.003_part_5.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]C1=CC=C(C=C1)C(N[*])=O,[*]OCC[*],[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,1.4771212547196624,10.1016_j.addr.2016.06.012_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,,1.546542663478131,10.1016_j.apsusc.2018.01.257_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,O=C(O[*])CCCCCCCCCCN[*],,,1.6020599913279625,10.1016_j.apsusc.2020.146657_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,C[N+](CCO)(CCO)[3H],,,1.4845845292828428,10.1016_j.biortech.2010.05.075_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,0.9731278535996988,10.1016_j.carbpol.2019.115618_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.9648722086377752,10.1016_j.colsurfa.2021.127151_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,1.4771212547196624,10.1016_j.compositesa.2015.03.001_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,1.9410142437055693,10.1016_j.compscitech.2010.06.005_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],FC(F)([*])C([H])([*])[H],,,,1.57978359661681,10.1016_j.compstruct.2021.114063_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,1.8864907251724816,10.1016_j.ijbiomac.2019.10.168_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H][O-],[*]CC[*],,,1.756636108245848,10.1016_j.indcrop.2020.112523_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Ti]=O,[*]OCC[*],,,1.6989700043360187,10.1016_j.jcis.2020.08.034_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]NC(C)C(N1CCCC1C([*])=O)=O,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC)C(C)C,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,1.0413926851582251,10.1016_j.jmbbm.2016.04.011_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Ti]=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[Fe]12O[Fe]O[Fe](O2)O1,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,1.3010299956639813,10.1016_j.jmbbm.2017.10.036_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]C/C=C(C[*])\Cl,,,1.3979400086720375,10.1016_j.jmbbm.2019.05.016_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C([H])([H])C(O)([H])[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,1.3979400086720375,10.1016_j.jmbbm.2019.103555_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[Ag],,,2.0791812460476247,10.1016_j.jmbbm.2021.104455_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(C=C1)=CC=C1S[*],,,,1.0382226383687183,10.1016_j.jtice.2021.05.030_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(C=C1)=CC=C1S[*],OCC(O)CO,,,0.983175072037813,10.1016_j.jtice.2021.05.030_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C[N+](CCO)(CCO)[3H],[*]C/C=C(C[*])\Cl,,,1.3010299956639813,10.1016_j.matdes.2015.09.081_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])C(OC)=O,[*]C/C=C(C[*])\Cl,,,1.6434526764861874,10.1016_j.matdes.2016.08.022_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[Cu],[Zn]=O,,,1.611723308007342,10.1016_j.msec.2018.08.002_part_6.txt_¶Î1_Material6
O=C([*])C(C)O[*],[Ag+],[Zn]=O,,,1.5976951859255124,10.1016_j.msec.2018.08.002_part_6.txt_¶Î1_Material8
O=C([*])C(C)O[*],[*]O[C@H](C)CC([*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C([*])C(C)O[*],,1.6989700043360187,10.1016_j.polymdegradstab.2014.05.010_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],C[N+](CCO)(CCO)[3H],,,1.740362689494244,10.1016_j.polymdegradstab.2015.10.019_part_2.txt_¶Î1_Material3
O=C([*])C(C)O[*],CC1=CC=C(C=C1N=C=O)N=C=O,,,,1.906712056942964,10.1021_acs.langmuir.0c03130_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],CC1=CC=C(C=C1N=C=O)N=C=O,,,1.8009231818132183,10.1021_acs.langmuir.0c03130_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,1.8512583487190752,10.1021_acssuschemeng.0c03463_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,C[Si](O[*])(C)[*],,,1.224014811372864,10.1039_d0qm00958j_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OCC[*],[*]CC(C1=CC=CC=C1)[*],,0.9025467793139914,10.1051_matecconf_201710901001_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[Al],,1.895422546039408,10.1080_03602559.2013.866244_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],[*]CC[*],,,1.561101383649056,10.1080_14658011.2020.1844522_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,OCC1OC(C(C(C1O[*])O)O)[*],,,1.4771212547196624,10.1088_1757-899x_290_1_012081_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.4421660857847205,10.1088_1757-899x_303_1_012004_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,1.6532125137753435,10.3390_polym11020306_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(O)CO,OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,[H]O[H],,1.2671717284030135,10.3390_polym12102216_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,1.7323937598229686,10.4028_www.scientific.net_amm.145.1_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,,,,1.5759956202032677,10.4028_www.scientific.net_amr.747.157_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=[Ti]=O,,,1.5314789170422551,10.4028_www.scientific.net_ddf.398.131_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]CC(C1=CC=CC=C1)[*],,1,10.1002_adem.201901065_part_6.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C([H])([H])C(O)([H])[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,1.1760912590556811,10.1002_app.51534_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC[*],O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,1.57978359661681,10.1002_j.1941-9635.2017.tb01658.x_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCC[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C(C)C[*],,1.842172229385616,10.1002_pc.24747_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C)C[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]OCC[*],1.730782275666389,10.1002_pc.24764_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,1.3692158574101427,10.1002_pc.25683_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(O)CO,[*]OCC[*],,1.1020905255118367,10.1007_s10856-013-4864-y_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H][O-],[H][Si]([H])([H])[H],C/C(C[*])=C/C[*],,1.6304278750250238,10.1007_s10924-011-0361-x_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H][O-],C/C(C[*])=C/C[*],[H][Si]([H])([H])[H],,1.818225893613956,10.1007_s10924-011-0361-x_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,[*]CC(CC[*])O,,,1.5352941200427703,10.1007_s12649-019-00738-2_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1O[*])O)O)[*],,,1.5092025223311027,10.1016_j.carbpol.2017.11.079_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,1.0128372247051722,10.1016_j.compositesa.2014.04.011_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,,1.7993405494535817,10.1016_j.compositesa.2015.05.024_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],[*]C(C)C[*],[*]C(C)C[*],,1.7535830588929069,10.1016_j.compositesb.2019.04.033_part_5.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,1.4471580313422192,10.1016_j.compositesb.2021.109042_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,2.0199466816788423,10.1016_j.compstruct.2015.06.066_part_2.txt_¶Î1_Material2
O=C([*])C(C)O[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],C[Si](O[*])(C)[*],[*]C(C)C[*],,1.7708520116421442,10.1016_j.compstruct.2021.114267_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]NC1=CC=C([*])C=C1,[*]OCC[*],,1.271841606536499,10.1016_j.electacta.2018.10.108_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(O)CO,C=C(C(OCC1CO1)=O)C,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,1.5763413502057928,10.1016_j.indcrop.2019.111748_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CCC1C([*])C2CCC1C2,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,1.1649473726218416,10.1016_j.matpr.2018.03.032_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[Zn]=O,,,1.1861083798132053,10.1016_j.matpr.2018.12.013_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[Al],[*]C(F)(C(F)([*])F)F,,,2.093421685162235,10.1016_j.polymdegradstab.2013.05.013_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,1.4683473304121573,10.1016_j.polymer.2020.123280_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(O)CO,[*]C/C=C(C[*])\Cl,,,0.8325089127062363,10.1016_j.polymertesting.2015.02.010_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCCCCOC(CCC([*])=O)=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,2.0081741840064264,10.1016_j.polymertesting.2019.106130_part_6.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C([H])([H])C(O)([H])[*],,,1.9138138523837167,10.1016_j.reactfunctpolym.2014.09.012_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,1.9057958803678683,10.1021_acs.iecr.5b03473_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C=C([CH3])C(=O)OC([CH3])[CH3],C=C(C(OCC1CO1)=O)C,,,1.740362689494244,10.1080_09276440.2021.1939951_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,1.7634279935629371,10.1080_09276440.2021.1939951_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H][O-],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,,1.816837630902035,10.1088_1742-6596_1700_1_012034_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]OCC[*],,,1.416640507338281,10.1111_jfpp.14102_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])C(OC)=O,[*]OCC[*],,,1.3222192947339193,10.1111_jfpp.14102_part_2.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]OCC[*],,,1.4502491083193612,10.1111_jfpp.14102_part_2.txt_¶Î1_Material3
O=C([*])C(C)O[*],OCC(O)CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC[*],,1.0913151596972228,10.1177_0021998315616274_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCC[*],C/C(C[*])=C/C[*],C/C(C[*])=C/C[*],,1.6201360549737576,10.1177_0095244318758156_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,1.3710678622717365,10.1177_0892705711417029_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,1.7505083948513462,10.1177_0892705711417029_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.5888317255942073,10.3390_jcs4020056_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,1.658964842664435,10.3390_polym11061009_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,1.658964842664435,10.3390_polym11061009_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,1.2810333672477277,10.3390_polym12040812_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,1.7267272090265722,10.3390_polym13071101_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,1.9084850188786493,10.3390_polym13081326_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,1.745855195173729,10.3390_polym9090406_part_3.txt_¶Î1_Material3
O=C([*])C(C)O[*],[Fe],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,2.0791812460476247,10.4028_www.scientific.net_amr.332-334.1951_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,,,1.9789561652175915,10.4028_www.scientific.net_amr.583.53_part_1.txt_¶Î1_Material1
