SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Elongation at Break (%) log10,À´Ô´
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,CCO,,,,2.6848453616444123,10.1016_j.jmbbm.2018.03.025_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[Li]Cl,,,,2.430880946452892,10.1007_s00289-015-1342-3_part_2.txt_¶Î1_Material1
OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[*]CCCC([*])OC(C)=O,O=[Si]=O,,,2.255272505103306,10.1002_pen.23920_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OCC[*],OCC(O)CO,,1.7160033436347992,10.1016_j.carbpol.2019.115784_part_3.txt_¶Î1_Material1
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.6989700043360187,10.1016_j.apsusc.2017.12.168_part_1.txt_¶Î1_Material1
[*]O[C@H](C)CC([*])=O,CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,,,,0.7634279935629372,10.1002_app.49990_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]OCC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,2.230448921378274,10.3390_nano9070972_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],C/C(C[*])=C/C[*],C=C([CH3])C(=O)OC([CH3])[CH3],,0.6989700043360189,10.1002_app.48297_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],C=C([CH3])C(=O)OC([CH3])[CH3],,,0.8920946026904804,10.1002_app.48297_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[Zn]=O,,,,2,10.1002_app.38714_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,Cl[Ca]Cl,,,2.628388930050312,10.1002_app.49987_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](C)(C[*])O[*],,,,2.9858753573083936,10.5254_rct.15.84885_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]CC(C1=CC=CC=C1)C/C=C/C[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,1.845098040014257,10.1007_s13726-021-00963-4_part_3.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],[*]C([H])([H])C(O)([H])[*],[*]NC(C)C(N1CCCC1C([*])=O)=O,,,2.5000346539538856,10.15282_jmes.19.1.2025.9.0826_OA_part_2.txt_¶Î1_Material3
O=C([*])C(C)O[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,0.5024271199844327,10.3390_ma14133618_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[H][Si]([H])([H])[H],,,,1.0791812460476249,10.1177_0731684417710107_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]CCC(CCCCCC)C[*],O=C([O-])[O-].[Ca+2],,,2,10.1002_pc.23210_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]OCC[*],[C],,,2.544068044350276,10.1088_1361-665x_aaaba0_part_3.txt_¶Î1_Material1
CC(CO[*])[*],,,,,1.8882356732705672,10.1002_app.46707_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C([*])C(C)O[*],,0.7395723444500919,10.1177_0892705717734600_part_2.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]CCCC([*])OC(C)=O,O=[Si]=O,,,1.608526033577194,10.1177_0095244312465301_part_4.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(NC2=CC=C([*])C=C2)=O)NC3=CC=C([*])C=C3,,,,,1.564666064252089,10.1016_j.polymer.2017.11.064_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C(CCCCCO[*])=O,O=[Ti]=O,,,2.3010299956639813,10.1016_j.compositesb.2014.12.028_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,CCN=C=NCCCN(C)C,ON1C(=O)CCC1=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,1.9800033715837464,10.3390_polym13091527_part_2.txt_¶Î1_Material1
O=C(O)C([*])C[*],[*]C([H])([H])C(O)([H])[*],[*]OCC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,2.281033367247728,10.1080_25740881.2020.1811319_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,1.4548448600085102,10.1007_s10570-019-02412-1_part_3.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]CC(C1=CC=CC=C1)[*],O=[Si]=O,,,1.0755469613925308,10.1166_jnn.2018.14213_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1O[*])O)O)[*],[*]C(CCCCCO[*])=O,,,,1.8388490907372552,10.4028_www.scientific.net_kem.659.19_part_1.txt_¶Î1_Material1
C=C([CH3])C(=O)O[CH3],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,,1.9371165107670536,10.1155_2012_457967_part_2.txt_¶Î1_Material2
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(C#N)[*],,,,1.1038037209559568,10.1002_app.45218_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1O[*])O)O)[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,1.7075701760979365,10.1007_s10570-011-9623-y_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,[*]C1=CC=C([*])N1,,,,2.096910013008056,10.1002_app.36924_part_2.txt_¶Î1_Material1
[*][C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H]([C@@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@H]4[C@H](O)[C@H](O)[C@H](O[*])O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2COC(C)=O)O)O[C@@H]1CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,1.6324572921847242,10.1007_s10570-019-02302-6_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,C(CC=O)CC=O,,,1.414973347970818,10.1016_j.memsci.2012.06.051_part_1.txt_¶Î1_Material2
[*]CC(C#N)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,C=C(C(OCC1CO1)=O)C,,1.0962145853464051,10.1002_mame.201600551_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,,,1.0955180423231508,10.1007_s12221-021-0237-1_part_2.txt_¶Î1_Material1
[*]OCCCCOC(CCC([*])=O)=O,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,,,,1.5717088318086876,10.1016_j.fishres.2019.01.003_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,C/C(C[*])=C/C[*],[Mg],[Mg],,2.724275869600789,10.1007_s42464-022-00184-1_OA_part_1.txt_¶Î1_Material2
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,2.812913356642856,10.1007_s10853-019-03519-3_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC(C1=CC=CC=C1)[*],,,,1.5346605758284444,10.1016_j.polymer.2018.05.017_part_1.txt_¶Î1_Material2
OCC1OC(C(C(C1O[*])O)O)[*],,,,,1.7024305364455252,10.1007_s10570-016-0872-7_part_2.txt_¶Î1_Material1
[*]CC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=[Si]=O.O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O,,,1.1169396465507555,10.3390_ma11020291_part_2.txt_¶Î1_Material2
[*]C1OC2COC(C2OC3C(C(C(C(C3)CO)OS(=O)([O-])=O)O[*])O)C1OS(=O)([O-])=O,[*]C([H])([H])C(O)([H])[*],C(CC=O)CC=O,OCC(O)CO,[H]Cl,1.414973347970818,10.1080_10601325.2014.882687_part_2.txt_¶Î1_Material1
[*]CC[*],[*]CC[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,1.0293837776852095,10.1016_j.carbpol.2015.12.057_part_3.txt_¶Î1_Material1
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,O=C(O)C([*])C[*],[Fe+3],OS(=O)(OOS(O)(=O)=O)=O.N.N,,3.220108088040055,10.1016_j.eurpolymj.2018.01.002_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,OC(C(CC(O)=O)(CC(O)=O)O)=O,OCC(O)CO,,1.488973524726508,10.1007_s00289-021-03762-2_part_3.txt_¶Î1_Material1
[*]C1=C(O)C(C(C)(C)C)=C(O)C(C)=C1SS[*],[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,,2.8055008581584,10.1002_app.38170_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC[*],,0.7291647896927701,10.1080_00222348.2017.1280742_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,Cl[Ca]Cl,,,,0.7693773260761385,10.3390_ijms19113309_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C(C(C1O)O)OCC1OC(C(C2O)OC(C)=O)OCC2OC(OCC(C3O)OC4OCC(C(C4O)OC(C)=O)OC5OCC(C(C5OC(C)=O)OC(C)=O)[*])C3OC(C(C(C6OC)O)O)OC6C([O-])=O,OC(C(CC(O)=O)(CC(O)=O)O)=O,,,2.397070549959409,10.1016_j.carbpol.2013.12.030_part_1.txt_¶Î1_Material1
[*]O[C@H](C)CC([*])=O,CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,,,,0.7993405494535817,10.1002_app.49713_part_2.txt_¶Î1_Material1
O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*],[*]CC([*])N1CCCC1=O,OC(CO)CO,,,1.4958217533859055,10.5582_ddt.2016.01034_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C(C)C[*],O=[Si]=O,,,2.127104798364808,10.1002_pc.22331_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,,1,10.4028_www.scientific.net_amr.1125.271_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,0.7403626894942439,10.1039_c6py01933a_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CCCCO[*],CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,,3.322219294733919,10.1007_s10965-019-1795-4_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,,2.0629578340845103,10.1016_j.compositesb.2020.108467_part_4.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,,1.14921911265538,10.1166_jnn.2011.3955_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])C(C)O[*],,,,1.8075350280688527,10.1016_j.compositesb.2017.07.030_part_1.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]CC[*],,,,1.1846914308175989,10.4028_www.scientific.net_amm.754-755.54_part_1.txt_¶Î1_Material1
[*]C(C=C1)=CC=C1S[*],[*]OCC[*],,,,1.5538830266438743,10.1016_j.memsci.2017.02.040_part_2.txt_¶Î1_Material1
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[*]C(C)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,,2.662757831681574,10.3139_217.3817_part_1.txt_¶Î1_Material1
[*]C1OC2COC(C2OC3C(C(C(C(C3)CO)OS(=O)([O-])=O)O[*])O)C1OS(=O)([O-])=O,O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,0.5198279937757188,10.1039_d1nj01806j_part_2.txt_¶Î1_Material1
[*]C(C)C[*],O=[Al]O[Al]=O,,,,1.2286569581089353,10.4028_www.scientific.net_msf.727-728.1729_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[Zn]=O,[Mg],,,2.510545010206612,10.1021_acsanm.9b01540_part_4.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[Na+].[Cl-],O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,,2.034508136779169,10.1007_s10965-016-1044-z_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OCC[*],,,2.370698092575577,10.1007_s10924-020-01881-x_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,,1,10.1007_s10570-015-0798-5_part_6.txt_¶Î1_Material1
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,0.5910646070264992,10.1016_j.compositesa.2013.11.010_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,COC1=CC(/C=C/C=O)=CC(OC2=CC(C(C(OC3=CC=C(C=C3OC)C(C(CO)=O)O)CO)O)=CC=C2OC4=CC(C(C(COC5=CC=C(C=C5)C(C(CO)=O)O)=O)O)=CC=C4O)=C1,,,,2.662757831681574,10.1002_app.42922_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[H]C(=O)/C([H])=C(\[H])C1=CC=CC=C1,,,,0.9542425094393248,10.1016_j.measurement.2016.05.012_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C([H])([H])C(O)([H])[*],C1OC1C[N+]([CH3])([CH3])[CH3].[Cl-],,,1.1482940974347458,10.1007_s13233-018-6127-8_part_2.txt_¶Î1_Material1
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,2.204119982655925,10.3390_ijms19072102_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,,,,0.6603910984024671,10.3144_expresspolymlett.2020.76_part_3.txt_¶Î1_Material1
[*]CC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,C=C([CH3])C(=O)OC([CH3])[CH3],,,1,10.1016_j.heliyon.2020.e05280_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]OCC[*],,,,2.4913616938342726,10.1007_s10965-016-1028-z_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,2.3010299956639813,10.1177_0307174x1203900107_part_1.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]CC(C#N)[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,O=[Si]=O,,1.146128035678238,10.4028_www.scientific.net_amr.399-401.403_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[H]O[H],,,1.4871383754771863,10.1039_c9qm00282k_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,2.4424797690644486,10.1002_app.39670_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,,1.7331972651065697,10.1002_app.48713_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,0.8450980400142568,10.3390_app9234987_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,1,10.1002_app.50253_part_1.txt_¶Î1_Material1
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,1.0969100130080565,10.1007_s10570-012-9673-9_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[Mg],[Ca+2],,,0.7558748556724915,10.1007_s10570-017-1535-z_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.740362689494244,10.1007_s10570-014-0401-5_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C([H])([H])C(O)([H])[*],OCC(O)CO,,,2.4471580313422194,10.1007_s00396-011-2556-z_part_1.txt_¶Î1_Material1
CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,Cl[Ca]Cl,[H]O[H],,,1.977723605288848,10.1007_s10570-015-0654-7_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,0.505149978319906,10.3390_polym13152531_part_3.txt_¶Î1_Material2
[*]C([H])([H])C(O)([H])[*],[*]CC([*])Cl,[*]OCC[*],,,1.7315887651867388,10.1002_pi.6224_part_3.txt_¶Î1_Material1
C=C([CH3])C(=O)O[CH3],[*]C1C(OC(C(O)C1O)OC2C(O)C(O)C(OC2C(O[Na])=O)O[*])C(O[Na])=O,,,,0.6989700043360189,10.1007_s10570-018-1725-3_part_2.txt_¶Î1_Material1
[*]CC[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.6398847419163043,10.1177_0967391120976270_part_2.txt_¶Î1_Material3
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(CCCCCO[*])=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,1.162564406523019,10.1007_s10570-021-04100-5_part_3.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[Ag+],,,1.376576957056512,10.1039_c2ra00006g_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]C(CCCCC(OCCCCO[*])=O)=O,O=C(O)C([*])C[*],,,2.6344772701607315,10.1080_03602559.2011.574665_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,CO[Si](OC)(OC)CCCOCC1CO1,,,1.7109631189952756,10.1007_s10965-017-1291-7_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]OCC[*],[H][O-],,,2.374748346010104,10.1002_pat.4016_part_2.txt_¶Î1_Material1
OP(O)(O)=O,[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,1.089905111439398,10.4188_jte.57.1_part_1.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*],,,,1.2382970678753935,10.1016_j.ijbiomac.2018.06.121_part_3.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],S=[Mo]=S,[C],,,1.3521825181113625,10.1002_pen.23428_part_1.txt_¶Î1_Material1
